recommender,alpha,MAP
Hybrid_Cold_All,0.08092658431342992,0.01926317276919762
Hybrid_Cold_All,0.6979309729720784,0.018790696092443857
Hybrid_Cold_All,0.22404051868519104,0.019210477427645426
Hybrid_Cold_All,0.7607033712922039,0.018718164455869157
Hybrid_Cold_All,0.40085004792887136,0.01907700815080923
Hybrid_Cold_All,0.6212745008323179,0.018881141677957815
Hybrid_Cold_All,0.5392657520435247,0.01895045496304419
Hybrid_Cold_All,0.8441622874054222,0.018632435265462568
Hybrid_Cold_All,0.9246282761889186,0.01854207750259015
Hybrid_Cold_All,0.9053948148846429,0.018563036122019098
Hybrid_Cold_All,0.06849346774010147,0.019259761363864893
Hybrid_Cold_All,0.04174581271025975,0.01926968878454897
Hybrid_Cold_All,0.0016035821815149065,0.01927185390782299
Hybrid_Cold_All,0.2658054439583349,0.019185429111614836
Hybrid_Cold_All,0.0030951654085909774,0.019272116777944312
Hybrid_Cold_All,0.22367192978559908,0.019210982010314553
Hybrid_Cold_All,0.3758695592333036,0.019101088725093345
Hybrid_Cold_All,0.16190537715743078,0.0192355021881148
Hybrid_Cold_All,0.01538889482551315,0.01927432890593489
Hybrid_Cold_All,0.3335212038558182,0.019132921569820455
Hybrid_Cold_All,0.14120386293278944,0.019238869353724885
Hybrid_Cold_All,0.008464149759770084,0.01927413523956992
Hybrid_Cold_All,0.008084171572264534,0.019274991211992793
Hybrid_Cold_All,0.14305302745190532,0.01923885044392146
Hybrid_Cold_All,0.44992892844708543,0.01903965482497297
Hybrid_Cold_All,0.2936221247277107,0.019164724327662735
Hybrid_Cold_All,0.11829427450176938,0.01925412718510069
Hybrid_Cold_All,0.1973963462261324,0.019222184327214675
Hybrid_Cold_All,7.88909100596178e-05,0.019268923481860482
Hybrid_Cold_All,0.10527339276377186,0.01925963408039962
Hybrid_Cold_All,0.08424466310279027,0.01926512906868314
Hybrid_Cold_All,0.003318209866461668,0.019272345165758792
Hybrid_Cold_All,0.08219277091718191,0.019262180749322382
Hybrid_Cold_All,0.06506735198187728,0.01926672323891047
Hybrid_Cold_All,0.19195543320813033,0.0192269148565926
Hybrid_Cold_All,0.263421555267797,0.01918366156257481
Hybrid_Cold_All,0.040925275521684595,0.01927107272965944
Hybrid_Cold_All,0.6236853381191401,0.01887947072011162
Hybrid_Cold_All,0.15699698625615802,0.019233569309502194
Hybrid_Cold_All,0.5217729741376541,0.018968382241850684
Hybrid_Cold_All,0.7483778883402561,0.018730533185857618
Hybrid_Cold_All,0.002381801958260531,0.019271508381090718
Hybrid_Cold_All,0.04261927519032602,0.019268833667999936
Hybrid_Cold_All,0.039834848958099196,0.019271929573036098
Hybrid_Cold_All,0.11439160432869465,0.019255676019079213
Hybrid_Cold_All,0.006227002633148372,0.0192711506803407
Hybrid_Cold_All,0.9918854355143725,0.0184675876374911
Hybrid_Cold_All,0.09958407835364734,0.019260700315222135
Hybrid_Cold_All,0.18329145591883425,0.019226333623868705
Hybrid_Cold_All,0.050519763868071506,0.019267046131335702
Hybrid_Cold_All,0.5835180769805757,0.01891301626480024
Hybrid_Cold_All,0.03338048207445946,0.019266488985727873
Hybrid_Cold_All,0.0696501451321326,0.019261911942483022
Hybrid_Cold_All,0.03758756119977498,0.01927073497627291
