recommender,alpha,MAP
Hybrid_Cold_All,0.17264375429078893,0.01931397786033585
Hybrid_Cold_All,0.8664343838183645,0.0192854539989669
Hybrid_Cold_All,0.8779521796887928,0.019282110624188036
Hybrid_Cold_All,0.730177542081141,0.01933464014928274
Hybrid_Cold_All,0.9972365531344736,0.019243297619284103
Hybrid_Cold_All,0.20889538261769935,0.019328162071176283
Hybrid_Cold_All,0.8001445712041197,0.019304873851294285
Hybrid_Cold_All,0.35644922290432035,0.019355158288576382
Hybrid_Cold_All,0.7391004394287453,0.019332491099593084
Hybrid_Cold_All,0.7052125855488698,0.019341471703733168
Hybrid_Cold_All,0.40999233720186784,0.01936549777569883
Hybrid_Cold_All,0.40512661388735743,0.01936383192593231
Hybrid_Cold_All,0.4907991543101837,0.0193669670940253
Hybrid_Cold_All,0.5242854464684146,0.019365615779047562
Hybrid_Cold_All,0.5237570990391539,0.019366010176372624
Hybrid_Cold_All,0.5554195861001245,0.019364560440150332
Hybrid_Cold_All,0.6047708246802828,0.01935421746499139
Hybrid_Cold_All,0.040807841030612135,0.019261237095705628
Hybrid_Cold_All,0.2813916874755952,0.019346648340079226
Hybrid_Cold_All,0.623874766211519,0.019352213824247243
Hybrid_Cold_All,0.4385259381339593,0.01936789173288007
Hybrid_Cold_All,0.46080194173181516,0.01937012603095292
Hybrid_Cold_All,0.4533662355151852,0.01936841971973331
Hybrid_Cold_All,0.31680282887563016,0.01934968801105544
Hybrid_Cold_All,0.44608441461612763,0.019367670870473766
Hybrid_Cold_All,0.25134263149891783,0.019334212681013874
Hybrid_Cold_All,0.6332372182762658,0.019350604226419404
Hybrid_Cold_All,0.3630625432801665,0.01935691318274373
Hybrid_Cold_All,0.09674108099394679,0.019289324202156677
Hybrid_Cold_All,0.17776492484334988,0.019313943355006122
Hybrid_Cold_All,0.4540117853481982,0.019369260962784914
Hybrid_Cold_All,0.46378983386542877,0.01937086154509438
Hybrid_Cold_All,0.47309216272944526,0.019367647924875813
Hybrid_Cold_All,0.5729015694987329,0.019361894970859325
Hybrid_Cold_All,0.33937241268545404,0.019348726388161017
Hybrid_Cold_All,0.6687614455691782,0.019342004321143372
Hybrid_Cold_All,0.40405779789670043,0.0193625874385132
Hybrid_Cold_All,0.5167426666349756,0.019368194968976047
Hybrid_Cold_All,0.21785127931541945,0.019331998630925
Hybrid_Cold_All,0.9803521498177659,0.019250650283356877
Hybrid_Cold_All,0.2986236607155235,0.019351292851924967
Hybrid_Cold_All,0.4832181161074589,0.01937120053325033
Hybrid_Cold_All,0.4484892639294144,0.019367516441581946
Hybrid_Cold_All,0.37467053611780804,0.019359263928916796
Hybrid_Cold_All,0.5546553529303256,0.019364676818356165
Hybrid_Cold_All,0.7781172507555074,0.019319092578356137
Hybrid_Cold_All,0.4877401253590429,0.019366729484425017
Hybrid_Cold_All,0.3902616581208872,0.019360860671479976
Hybrid_Cold_All,0.5709597096093416,0.01936240211963225
Hybrid_Cold_All,0.6693888862228778,0.019341707816917974
Hybrid_Cold_All,0.4622677467304788,0.019370394497701237
Hybrid_Cold_All,0.432585599019158,0.01936769330913018
Hybrid_Cold_All,0.48697122594507697,0.019367095239724616
Hybrid_Cold_All,0.5291257498809926,0.019363791297648477
Hybrid_Cold_All,0.46838837353958807,0.019368996668451616
Hybrid_Cold_All,0.5965037783325472,0.019355665146792187
Hybrid_Cold_All,0.3466076414718892,0.019350306276226307
Hybrid_Cold_All,0.41127132308259107,0.019365845306031335
Hybrid_Cold_All,0.5188423198095103,0.019367844929698824
Hybrid_Cold_All,0.4774387782095491,0.01936834063321901
Hybrid_Cold_All,0.6529185685389797,0.019348118521331007
Hybrid_Cold_All,0.4545064323611986,0.01936927107909499
Hybrid_Cold_All,0.5472315754741922,0.019366309914823226
