recommender,alpha,MAP
RP3beta_ItemKNNCF,0.12879550438766546,0.005072886945520345
RP3beta_ItemKNNCF,0.47774406148681836,0.00505553345967457
RP3beta_ItemKNNCF,0.3715119066113788,0.005071407612214199
RP3beta_ItemKNNCF,0.5995831439400358,0.005031562986780918
RP3beta_ItemKNNCF,0.14801508164248134,0.005080140235341574
RP3beta_ItemKNNCF,0.21495302737817099,0.00508471267917654
RP3beta_ItemKNNCF,0.16908352396306875,0.005082014341513025
RP3beta_ItemKNNCF,0.4064647964810648,0.00506245167443286
RP3beta_ItemKNNCF,0.6243333223736106,0.005025510335918672
RP3beta_ItemKNNCF,0.36187251700899636,0.005068632737494711
RP3beta_ItemKNNCF,0.5816046107018251,0.005034562805839558
RP3beta_ItemKNNCF,0.48574958817894565,0.005050019568917821
RP3beta_ItemKNNCF,0.2674057281290375,0.005087033739283278
RP3beta_ItemKNNCF,0.5298083198544389,0.005042563155506524
RP3beta_ItemKNNCF,0.809831577860585,0.004972740668030849
RP3beta_ItemKNNCF,0.3715243432081652,0.005071407612214199
RP3beta_ItemKNNCF,0.3460008019998371,0.005078734002648531
RP3beta_ItemKNNCF,0.3457848810982072,0.005078474371707081
RP3beta_ItemKNNCF,0.555093169733102,0.0050341241291920425
RP3beta_ItemKNNCF,0.3226892836884838,0.005081409830760836
RP3beta_ItemKNNCF,0.4783358176203064,0.0050551190987077185
RP3beta_ItemKNNCF,0.3378785032435852,0.005080288618452988
RP3beta_ItemKNNCF,0.695150701360232,0.005026648986732578
RP3beta_ItemKNNCF,0.2584478495159924,0.00509274978702797
RP3beta_ItemKNNCF,0.7066281276638594,0.005025979888141657
RP3beta_ItemKNNCF,0.7105140433566056,0.005024432999247522
RP3beta_ItemKNNCF,0.3551859316108008,0.005068630150356202
RP3beta_ItemKNNCF,0.3023274628686828,0.0050886636808464445
RP3beta_ItemKNNCF,0.4699057488258854,0.005048719903168777
RP3beta_ItemKNNCF,0.1811556068502359,0.005086322548523607
RP3beta_ItemKNNCF,0.10444652177431726,0.005069800295327058
RP3beta_ItemKNNCF,0.6833697721283067,0.0050249730361406455
RP3beta_ItemKNNCF,0.8586521128273128,0.004956846797439833
RP3beta_ItemKNNCF,0.47006793435701477,0.0050484320616434155
RP3beta_ItemKNNCF,0.5685520596335131,0.005037556092760972
RP3beta_ItemKNNCF,0.13237836682276277,0.005074011101160008
RP3beta_ItemKNNCF,0.8104976349516914,0.00497167634644973
RP3beta_ItemKNNCF,0.5953350457132629,0.0050345436366881595
RP3beta_ItemKNNCF,0.5598770673966725,0.0050313625684901735
RP3beta_ItemKNNCF,0.8817263771147661,0.004939205893762867
