recommender,alpha,MAP
ItemKNNCustomSimilarityRecommender,0.8017618754108201,0.017486660486497368
ItemKNNCustomSimilarityRecommender,0.7670086741276486,0.01751386247323276
ItemKNNCustomSimilarityRecommender,0.0810090122725734,0.016934922121934714
ItemKNNCustomSimilarityRecommender,0.16256712333716206,0.016993176614850086
ItemKNNCustomSimilarityRecommender,0.03453488405950789,0.016897607615188093
ItemKNNCustomSimilarityRecommender,0.5167729573694235,0.017351208708301896
ItemKNNCustomSimilarityRecommender,0.7732521421783971,0.017517442155175752
ItemKNNCustomSimilarityRecommender,0.9182836738570687,0.017293290272738376
ItemKNNCustomSimilarityRecommender,0.7172534192416513,0.017530238420920708
ItemKNNCustomSimilarityRecommender,0.6991870772273685,0.01751362743066204
ItemKNNCustomSimilarityRecommender,0.42923917025448877,0.01726007339989723
ItemKNNCustomSimilarityRecommender,0.9983762345488503,0.016657374830863277
ItemKNNCustomSimilarityRecommender,0.5717927481167658,0.017411597498348114
ItemKNNCustomSimilarityRecommender,0.3259991739745815,0.01714858691015976
ItemKNNCustomSimilarityRecommender,0.6594532529066841,0.01750340838571623
ItemKNNCustomSimilarityRecommender,0.8502703159838316,0.017456126215649685
ItemKNNCustomSimilarityRecommender,0.6336841883238998,0.017482671997347557
ItemKNNCustomSimilarityRecommender,0.37445538945905843,0.01719812721243056
ItemKNNCustomSimilarityRecommender,0.9088927486154454,0.017319110939447924
ItemKNNCustomSimilarityRecommender,0.7453285632311628,0.01752422243824028
