recommender,alpha,MAP
ItemKNN+RP3beta,0.28050757804657556,0.017437431505479717
ItemKNN+RP3beta,0.047383214006689656,0.01718728403759034
ItemKNN+RP3beta,0.7638156084003176,0.017418443697635313
ItemKNN+RP3beta,0.30511353997080626,0.01743963924932641
ItemKNN+RP3beta,0.804926006171056,0.01741476604994964
ItemKNN+RP3beta,0.7550245914196826,0.017415934198974026
ItemKNN+RP3beta,0.9082487433917064,0.017411467216996157
ItemKNN+RP3beta,0.5048666549889617,0.017441915392612778
ItemKNN+RP3beta,0.8801127335383462,0.017412473008728478
ItemKNN+RP3beta,0.975403662975237,0.01741159954267776
ItemKNN+RP3beta,0.5538869630015728,0.01742961022773794
ItemKNN+RP3beta,0.40917003897542803,0.01743550057436374
ItemKNN+RP3beta,0.20538920582543585,0.01743158144205928
ItemKNN+RP3beta,0.5676975249904583,0.01742757735076836
ItemKNN+RP3beta,0.3790553692748203,0.017433793970204094
ItemKNN+RP3beta,0.13266222092666563,0.01739724046254967
ItemKNN+RP3beta,0.6151945552112953,0.017423318553442348
ItemKNN+RP3beta,0.4114835170399387,0.017435924359457816
ItemKNN+RP3beta,0.2919187013678413,0.017438275913257865
ItemKNN+RP3beta,0.6577924898804772,0.017421609907533307
ItemKNN+RP3beta,0.46582566397140035,0.017443440020717172
ItemKNN+RP3beta,0.4785490933199602,0.017441354869612458
ItemKNN+RP3beta,0.4900703524345139,0.017441709016190073
ItemKNN+RP3beta,0.48572855579387664,0.017441022963854996
ItemKNN+RP3beta,0.6587810823437548,0.017421384980316965
ItemKNN+RP3beta,0.4958501779264224,0.01744340319128858
ItemKNN+RP3beta,0.3686193273903344,0.017430637067102264
ItemKNN+RP3beta,0.7035682474921953,0.017422864297759764
ItemKNN+RP3beta,0.5621020573227464,0.017428592729500838
ItemKNN+RP3beta,0.21605459425189183,0.01743521164239548
ItemKNN+RP3beta,0.43956176263736657,0.01744391297642888
ItemKNN+RP3beta,0.44302286001900365,0.01744234420330396
ItemKNN+RP3beta,0.43427743067903174,0.017439417367873133
ItemKNN+RP3beta,0.36013945654594853,0.017426017116130718
ItemKNN+RP3beta,0.31967563753457284,0.017437501045764348
ItemKNN+RP3beta,0.21595331032450021,0.017434998081481707
ItemKNN+RP3beta,0.4516007331030927,0.01744265736463761
ItemKNN+RP3beta,0.0008859023357087326,0.016541748493323145
ItemKNN+RP3beta,0.5389865645938073,0.017434717517611463
ItemKNN+RP3beta,0.6085481519154373,0.01742221543735049
ItemKNN+RP3beta,0.26280702976929093,0.017438472829558186
ItemKNN+RP3beta,0.4506027276701303,0.017442302807264477
ItemKNN+RP3beta,0.510235910812116,0.017441744761228933
ItemKNN+RP3beta,0.34985802882201456,0.017428754033206015
ItemKNN+RP3beta,0.4560157088345796,0.017442993250338153
ItemKNN+RP3beta,0.6148589630353595,0.017423425159774623
ItemKNN+RP3beta,0.40855437606432005,0.01743643739397584
ItemKNN+RP3beta,0.5268773415685297,0.017435911760240157
ItemKNN+RP3beta,0.3163388607105202,0.017438342129317635
ItemKNN+RP3beta,0.7740294042378703,0.01741708232585843
ItemKNN+RP3beta,0.5855532688839258,0.017424698312220595
