recommender,alpha,MAP
RP3betaP3alpha-Slim,0.9925788641347505,0.018926536155778512
RP3betaP3alpha-Slim,0.8722849315280512,0.019496930410334765
RP3betaP3alpha-Slim,0.25667161881241374,0.019702175521330245
RP3betaP3alpha-Slim,0.4298592362419599,0.019751490318161268
RP3betaP3alpha-Slim,0.4047235102842288,0.019749470815160475
RP3betaP3alpha-Slim,0.17563976278069826,0.019683105039544607
RP3betaP3alpha-Slim,0.08923711387259181,0.019647178387678568
RP3betaP3alpha-Slim,0.2483291364498671,0.019699231066228704
RP3betaP3alpha-Slim,0.8401117331812581,0.019569655855830703
RP3betaP3alpha-Slim,0.6312960574365338,0.01976419144781605
RP3betaP3alpha-Slim,0.1371670475613519,0.01966551651998623
RP3betaP3alpha-Slim,0.5684616383811849,0.019772622547329963
RP3betaP3alpha-Slim,0.5386633267028352,0.019770511605282995
RP3betaP3alpha-Slim,0.4001670950461822,0.01974670776451194
RP3betaP3alpha-Slim,0.27581592765263097,0.019702990310994897
RP3betaP3alpha-Slim,0.7263519195849094,0.019722565784367024
RP3betaP3alpha-Slim,0.5482914273682409,0.0197687002713783
RP3betaP3alpha-Slim,0.25043063751342165,0.019699819622845404
RP3betaP3alpha-Slim,0.2700201474377246,0.019703500333162028
RP3betaP3alpha-Slim,0.3142237080128787,0.019718902048418276
RP3betaP3alpha-Slim,0.8549704940074434,0.019542584528235377
RP3betaP3alpha-Slim,0.7000107636746409,0.0197339422535122
RP3betaP3alpha-Slim,0.9843162864586034,0.018985324134731033
RP3betaP3alpha-Slim,0.3437444129150069,0.019730366411761555
RP3betaP3alpha-Slim,0.5157710901788303,0.019771815152886202
RP3betaP3alpha-Slim,0.041372955720503035,0.019629512086613357
RP3betaP3alpha-Slim,0.8924617962283118,0.019433618144876028
RP3betaP3alpha-Slim,0.5980652037394248,0.01976534374380531
RP3betaP3alpha-Slim,0.9357784911088369,0.019253593641759444
RP3betaP3alpha-Slim,0.9149960512622581,0.01935369693412093
RP3betaP3alpha-Slim,0.24361662211459068,0.01969707692774834
RP3betaP3alpha-Slim,0.4001468028728633,0.019746619922921965
RP3betaP3alpha-Slim,0.7527862583437159,0.019684322312592536
RP3betaP3alpha-Slim,0.6874246191972712,0.019731778239639595
RP3betaP3alpha-Slim,0.9887176193774174,0.01895119416390094
RP3betaP3alpha-Slim,0.6611446061773613,0.019752777715749525
RP3betaP3alpha-Slim,0.5910879819689814,0.01976741263697142
RP3betaP3alpha-Slim,0.543566642376705,0.019770152540012336
RP3betaP3alpha-Slim,0.1283919486563796,0.019664468658410064
RP3betaP3alpha-Slim,0.6366065308705031,0.019758500709590784
RP3betaP3alpha-Slim,0.12141986480153755,0.019661992180964486
RP3betaP3alpha-Slim,0.02707929192584524,0.01961829249165262
RP3betaP3alpha-Slim,0.9256893398929248,0.0193071274066175
RP3betaP3alpha-Slim,0.3342951481313695,0.019723158033503926
RP3betaP3alpha-Slim,0.9895148761134251,0.01894670993973331
RP3betaP3alpha-Slim,0.5207644229872186,0.01976539116654336
RP3betaP3alpha-Slim,0.2690665812053017,0.01970410080187507
RP3betaP3alpha-Slim,0.7522859861027086,0.01968662009137324
RP3betaP3alpha-Slim,0.29578978281423174,0.01970561265324372
RP3betaP3alpha-Slim,0.6071289985116762,0.019774565163086903
RP3betaP3alpha-Slim,0.4370595109085389,0.01975883967936126
RP3betaP3alpha-Slim,0.5638812510091975,0.01977490115398427
RP3betaP3alpha-Slim,0.21113568843329,0.019689874936488203
RP3betaP3alpha-Slim,0.7698170873128549,0.019665688780085854
RP3betaP3alpha-Slim,0.6069777626515203,0.019774479461131072
RP3betaP3alpha-Slim,0.7494249508003326,0.01969073207398604
RP3betaP3alpha-Slim,0.5408116207014945,0.019768733091154806
RP3betaP3alpha-Slim,0.261190781378806,0.019704597933391587
RP3betaP3alpha-Slim,0.18160051244949205,0.019680842779546907
RP3betaP3alpha-Slim,0.48200965262152595,0.019766017993318646
RP3betaP3alpha-Slim,0.9767441031069584,0.019034593465209654
RP3betaP3alpha-Slim,0.8254859043894756,0.01959201406644031
RP3betaP3alpha-Slim,0.331991257713104,0.019722297213076084
RP3betaP3alpha-Slim,0.3954217257836966,0.01974650885141153
RP3betaP3alpha-Slim,0.22145957749602363,0.019693181675358874
RP3betaP3alpha-Slim,0.4704682932332074,0.019772018903455216
RP3betaP3alpha-Slim,0.8729315913200624,0.019493383539002918
RP3betaP3alpha-Slim,0.31398422480180876,0.019718711627663636
